"Wave","Domein","Subdomein","API-route","Methods","Auth","Bestand","Status"
"6","admin","","/api/admin/reserveringen-retry-srs","POST","admin-token","admin/reserveringen-retry-srs.js","todo"
"6","admin","","/api/admin/retail-anomaly","GET","admin-token","admin/retail-anomaly.js","todo"
"6","admin","","/api/admin/retail-forecast","GET/POST","admin-token","admin/retail-forecast.js","todo"
"6","admin","","/api/admin/retail-ledger-import","POST","admin-token","admin/retail-ledger-import.js","todo"
"6","admin","","/api/admin/retail-ledger-reconcile","GET","admin-token","admin/retail-ledger-reconcile.js","todo"
"6","admin","","/api/admin/retail-year-analysis","GET","admin-token","admin/retail-year-analysis.js","todo"
"6","admin","","/api/admin/retour-cohort","GET","admin-token","admin/retour-cohort.js","todo"
"6","admin","","/api/admin/retour-product-feed","GET","admin-token","admin/retour-product-feed.js","todo"
"6","admin","","/api/admin/retour-redenen","GET","admin-token","admin/retour-redenen.js","todo"
"6","admin","","/api/admin/return-logs","GET","admin-token","admin/return-logs.js","todo"
"6","admin","","/api/admin/returnista-config-check","GET","admin-token","admin/returnista-config-check.js","todo"
"6","admin","","/api/admin/returnista-returns","GET","admin-token","admin/returnista-returns.js","todo"
"6","admin","","/api/admin/revenue","GET","admin-token","admin/revenue.js","todo"
"6","admin","","/api/admin/revenue-srs","GET","admin-token","admin/revenue-srs.js","todo"
"6","admin","","/api/admin/risky-actions-config","DELETE/GET/POST","admin-token","admin/risky-actions-config.js","todo"
"6","admin","","/api/admin/role-permissions","GET/POST","admin-token","admin/role-permissions.js","todo"
"6","admin","","/api/admin/route-directions","GET","admin-token","admin/route-directions.js","todo"
"6","admin","","/api/admin/route-multi-directions","GET","admin-token","admin/route-multi-directions.js","todo"
"6","admin","","/api/admin/running-ads","GET","admin-token","admin/running-ads.js","todo"
"6","admin","","/api/admin/sendcloud-labels-report","GET","admin-token","admin/sendcloud-labels-report.js","todo"
"6","admin","","/api/admin/seo-ranking","GET","admin-token","admin/seo-ranking.js","todo"
"6","admin","","/api/admin/shift-sessions","DELETE/GET/POST","admin-token","admin/shift-sessions.js","todo"
"6","admin","","/api/admin/shopify-barcode-batch-lookup","GET","admin-token","admin/shopify-barcode-batch-lookup.js","todo"
"6","admin","","/api/admin/shopify-barcode-lookup","GET","admin-token","admin/shopify-barcode-lookup.js","todo"
"6","admin","shopify-offline-sync","/api/admin/shopify-offline-sync/status","GET","admin-token","admin/shopify-offline-sync/status.js","todo"
"6","admin","","/api/admin/shopify-products-refresh","POST","admin-token","admin/shopify-products-refresh.js","todo"
"6","admin","","/api/admin/shopify-refunds","GET","admin-token","admin/shopify-refunds.js","todo"
"6","admin","shopify","/api/admin/shopify/sync-google-opening-hours","GET?","admin-token","admin/shopify/sync-google-opening-hours.js","todo"
"6","admin","","/api/admin/size-bracketing","GET","admin-token","admin/size-bracketing.js","todo"
"6","admin","","/api/admin/social-stats","GET","admin-token","admin/social-stats.js","todo"
"6","admin","","/api/admin/spotler-audience","GET/POST","admin-token","admin/spotler-audience.js","todo"
"6","admin","","/api/admin/spotler-metrics","GET","admin-token","admin/spotler-metrics.js","todo"
"6","admin","","/api/admin/spotler-test","GET","admin-token","admin/spotler-test.js","todo"
"6","admin","","/api/admin/srs-diagnose","GET/POST","admin-token","admin/srs-diagnose.js","todo"
"6","admin","","/api/admin/srs-ledger-rebuild","POST","admin-token","admin/srs-ledger-rebuild.js","todo"
"6","admin","","/api/admin/srs-verkopen-diagnose","GET","admin-token","admin/srs-verkopen-diagnose.js","todo"
"6","admin","","/api/admin/stock-corrections","GET/POST","admin-token","admin/stock-corrections.js","todo"
"6","admin","","/api/admin/stock-reconcile","GET","admin-token","admin/stock-reconcile.js","todo"
"6","admin","","/api/admin/store-contacts","GET/POST","admin-token","admin/store-contacts.js","todo"
"6","admin","","/api/admin/store-customer-overview","GET","admin-token","admin/store-customer-overview.js","todo"
"6","admin","","/api/admin/store-emails","GET/POST","admin-token","admin/store-emails.js","todo"
"6","admin","","/api/admin/store-insights","GET","admin-token","admin/store-insights.js","todo"
"6","admin","","/api/admin/store-ip-config","GET/POST","admin-token","admin/store-ip-config.js","todo"
"6","admin","","/api/admin/store-weekly-order-report","GET","admin-token","admin/store-weekly-order-report.js","todo"
"6","admin","suitconcer","/api/admin/suitconcer/artikelen","GET","admin-token","admin/suitconcer/artikelen.js","todo"
"6","admin","suitconcer","/api/admin/suitconcer/dashboard","GET","admin-token","admin/suitconcer/dashboard.js","todo"
"6","admin","suitconcer","/api/admin/suitconcer/dashboard-sales","GET","admin-token","admin/suitconcer/dashboard-sales.js","todo"
"6","admin","suitconcer","/api/admin/suitconcer/dashboard-stock","GET","admin-token","admin/suitconcer/dashboard-stock.js","todo"
"6","admin","suitconcer","/api/admin/suitconcer/orders","GET","admin-token","admin/suitconcer/orders.js","todo"
"6","admin","suitconcer","/api/admin/suitconcer/refresh-stock","POST","admin-token","admin/suitconcer/refresh-stock.js","todo"
"6","admin","suitconcer","/api/admin/suitconcer/voorraad","GET","admin-token","admin/suitconcer/voorraad.js","todo"
"6","admin","suitconcer","/api/admin/suitconcer/voorraad-vergelijking","GET","admin-token","admin/suitconcer/voorraad-vergelijking.js","todo"
"6","admin","","/api/admin/supplychain-metrics","GET","admin-token","admin/supplychain-metrics.js","todo"
"6","admin","","/api/admin/supplychain-metrics-config","DELETE/GET/POST","admin-token","admin/supplychain-metrics-config.js","todo"
"6","admin","","/api/admin/support-templates","DELETE/GET/POST","admin-token","admin/support-templates.js","todo"
"6","admin","","/api/admin/support-tickets","GET","admin-token","admin/support-tickets.js","todo"
"6","admin","","/api/admin/system-health","GET","admin-token","admin/system-health.js","todo"
"6","admin","","/api/admin/system-info","GET","admin-token","admin/system-info.js","todo"
"6","admin","","/api/admin/taken","DELETE/GET/POST","admin-token","admin/taken.js","todo"
"6","admin","","/api/admin/today-stats","GET","admin-token","admin/today-stats.js","todo"
"6","admin","","/api/admin/top-customers","GET","admin-token","admin/top-customers.js","todo"
"6","admin","","/api/admin/top-customers-srs","GET","admin-token","admin/top-customers-srs.js","todo"
"6","admin","","/api/admin/transport-pickups","GET/POST","admin-token","admin/transport-pickups.js","todo"
"6","admin","","/api/admin/unavailable-order-lines","GET","admin-token","admin/unavailable-order-lines.js","todo"
"6","admin","","/api/admin/user-groups","DELETE/GET/POST","admin-token","admin/user-groups.js","todo"
"6","admin","","/api/admin/user-ip-whitelist","DELETE/GET/POST","admin-token","admin/user-ip-whitelist.js","todo"
"6","admin","","/api/admin/user-permissions","DELETE/GET/POST","admin-token","admin/user-permissions.js","todo"
"6","admin","","/api/admin/ux-events","POST","admin-token","admin/ux-events.js","todo"
"6","admin","","/api/admin/vereniging-deals","DELETE/GET/POST","admin-token","admin/vereniging-deals.js","todo"
"6","admin","","/api/admin/verzendkosten-config","GET/POST","admin-token","admin/verzendkosten-config.js","todo"
"6","admin","","/api/admin/virtual-store-configs","DELETE/GET/POST","admin-token","admin/virtual-store-configs.js","todo"
"6","admin","","/api/admin/voorraad-gezondheid","GET","admin-token","admin/voorraad-gezondheid.js","todo"
"6","admin","","/api/admin/voorraad-import","GET/POST","admin-token","admin/voorraad-import.js","todo"
"6","admin","","/api/admin/voorraad-locatie-dekking","GET","admin-token","admin/voorraad-locatie-dekking.js","todo"
"6","admin","","/api/admin/voorraad-locaties","GET","admin-token","admin/voorraad-locaties.js","todo"
"6","admin","","/api/admin/voorraad-magazijn-vs-winkel","GET","admin-token","admin/voorraad-magazijn-vs-winkel.js","todo"
"6","admin","","/api/admin/voorraad-sku-diagnose","GET","admin-token","admin/voorraad-sku-diagnose.js","todo"
"6","admin","weborders","/api/admin/weborders/overdue-report","GET","admin-token","admin/weborders/overdue-report.js","todo"
"6","admin","","/api/admin/welkom-mail","GET/POST","admin-token","admin/welkom-mail.js","todo"
"6","admin","","/api/admin/werktijden-test","GET","admin-token","admin/werktijden-test.js","todo"
"6","admin","","/api/admin/winkel-scope-config","GET/POST","admin-token","admin/winkel-scope-config.js","todo"
"6","branches","","/api/branches","GET","open/store","branches.js","todo"
"6","delivery-routes","","/api/delivery-routes","GET","open/store","delivery-routes.js","todo"
"6","feature-flags","","/api/feature-flags","GET","open/store","feature-flags.js","todo"
"6","feeds","","/api/feeds/channable-margin","GET?","open/store","feeds/channable-margin.js","todo"
"6","form","","/api/form","POST","open/store","form.js","todo"
"6","health","","/api/health","GET?","open/store","health.js","todo"
"6","invoice-upload","","/api/invoice-upload","POST","open/store","invoice-upload.js","todo"
"6","notify","","/api/notify","GET/POST/PUT","open/store","notify.js","todo"
"6","order-lookup","","/api/order-lookup","GET/POST","open/store","order-lookup.js","todo"
"6","pickup-notify-customer","","/api/pickup-notify-customer","POST","open/store","pickup-notify-customer.js","todo"
"6","pickup-orders","","/api/pickup-orders","GET/POST","open/store","pickup-orders.js","todo"
"6","pickup-picked-up","","/api/pickup-picked-up","GET/POST/PUT","open/store","pickup-picked-up.js","todo"
"6","return-refund","","/api/return-refund","GET/POST/PUT","open/store","return-refund.js","todo"
"6","shopify","","/api/shopify/oauth-callback","POST","open/store","shopify/oauth-callback.js","todo"
"6","shopify","","/api/shopify/oauth-start","GET?","open/store","shopify/oauth-start.js","todo"
"6","shopify","","/api/shopify/variants-by-sku","GET","open/store","shopify/variants-by-sku.js","todo"
"6","shopify-pickup-order-afgehaald","","/api/shopify-pickup-order-afgehaald","GET/POST/PUT","open/store","shopify-pickup-order-afgehaald.js","todo"
"6","shopify-pickup-orders","","/api/shopify-pickup-orders","GET","open/store","shopify-pickup-orders.js","todo"
"6","storefront","","/api/storefront/mixmatch","GET","open/store","storefront/mixmatch.js","todo"
"6","test-blob","","/api/test-blob","GET","admin-token","test-blob.js","todo"
"6","user-profile","","/api/user-profile","GET/POST","open/store","user-profile.js","todo"
